registered_postcode,mean_age,total_vehicles,lon,lat
6066,13.38,12263,115.8951,-31.8405
6069,11.72,30909,116.0269,-31.7691
6070,13.96,2748,116.0826,-31.9307
6071,15.47,2572,116.1003,-31.889
6072,14.9,643,116.1326,-31.9176
6073,14.77,2349,116.1633,-31.9227
6074,16.9,751,116.2532,-31.9613
6076,14.72,16485,116.1484,-32.0136
6077,16.58,1509,115.8627,-31.7552
6078,18.07,670,115.8328,-31.633
6081,14.85,3493,116.1494,-31.8632
6082,15.53,2258,116.3101,-31.7403
6083,17.1,2841,116.2423,-31.7106
6084,15.02,6906,116.0685,-31.592
6090,8.52,2546,115.8954,-31.8589
6100,10.32,13194,115.8968,-31.9694
6101,12.08,11460,115.9114,-31.9834
6102,11.82,11007,115.9062,-32.0012
6103,11.65,7422,115.9151,-31.9598
6104,11.53,12221,115.9331,-31.9399
6105,7.51,21992,115.9641,-31.9571
6106,6.39,4828,115.9411,-31.9935
6107,12.45,35636,115.962,-32.0179
6108,13.48,15874,115.9546,-32.0595
6109,13.1,11127,116.0142,-32.0431
6110,12.95,30071,116.0008,-32.0864
6111,14.59,16472,116.1733,-32.1598
6112,12.33,47917,116.0046,-32.163
6121,15.33,2465,115.925,-32.2354
6122,12.72,14801,116.0458,-32.2431
6123,15.69,1593,115.9913,-32.2739
6124,16.47,797,116.1398,-32.3555
6125,15.87,2470,115.9581,-32.3671
6126,17.73,187,116.0313,-32.4372
6147,13.31,10469,115.9311,-32.0409
6148,11.99,13148,115.8923,-32.0354
6149,11.78,13116,115.8646,-32.0694
6150,11.39,9104,115.8371,-32.0577
6151,11.25,12532,115.8766,-31.9854
6152,11.32,17271,115.873,-32.007
6153,10.93,16264,115.8422,-32.0277
6154,10.9,8164,115.8261,-32.0387
6155,11.18,37432,115.9101,-32.0719
6156,10.98,13247,115.8039,-32.0384
6157,11.99,9508,115.7857,-32.0376
6158,12.25,5295,115.7701,-32.039
6159,12.0,2814,115.7518,-32.0321
6160,12.54,7296,115.7642,-32.0529
6162,13.37,7821,115.7653,-32.0683
6163,12.87,39317,115.8002,-32.087
6164,11.45,45711,115.8592,-32.133
6165,12.54,209,115.7991,-32.1965
6166,12.93,7805,115.7902,-32.1524
6167,13.53,18270,115.8342,-32.2234
6168,13.4,16486,115.7596,-32.2811
6169,13.59,22272,115.7567,-32.3244
6170,11.77,11291,115.8308,-32.2666
6171,11.18,25182,115.8302,-32.3291
6172,12.71,8165,115.7497,-32.3727
6173,11.12,7571,115.7576,-32.4058
6174,12.3,3751,115.7603,-32.4249
6175,12.75,2638,115.7576,-32.444
6176,13.81,1443,115.7946,-32.4174
6180,12.0,4716,115.773,-32.4835
6181,15.46,419,115.794,-32.4768
6207,16.07,1131,116.0482,-32.5182
6208,14.33,9096,115.8622,-32.654
6209,16.49,1526,115.7871,-32.546
6210,12.85,51383,115.7492,-32.5237
6211,13.03,6303,115.646,-32.7192
6213,16.77,420,116.1115,-32.6776
6214,16.28,500,115.8184,-32.7561
6215,16.0,3140,115.9199,-32.8574
6218,16.16,410,115.8681,-32.9575
6219,19.62,194,115.8616,-32.9997
6220,14.36,3225,115.9521,-33.0311
6221,18.0,188,115.9875,-33.1587
6223,17.06,139,115.8444,-33.1808
6224,14.94,800,115.8626,-33.2319
6225,15.51,5372,116.2779,-33.3879
6226,16.69,742,115.8663,-33.2938
6227,14.32,548,115.8355,-33.3322
6228,22.16,114,115.7626,-33.3275
6229,11.84,363,115.7163,-33.3428
6230,12.96,30425,115.65,-33.3784
6232,12.96,7126,115.7178,-33.313
6233,13.1,13650,115.7285,-33.2068
6236,15.38,1578,115.8619,-33.4355
6237,14.74,1773,115.6738,-33.5059
6239,16.27,3262,115.8916,-33.5937
6244,17.53,966,116.5867,-33.9226
6251,18.97,248,115.8723,-33.7249
6253,16.97,506,115.985,-33.8061
6254,17.8,391,116.0428,-33.8483
6255,16.17,2978,116.2336,-33.8706
6256,14.61,177,116.1994,-34.0658
6258,15.19,3746,116.3505,-34.3427
6260,14.94,860,115.8549,-34.4177
6262,17.06,458,116.2314,-34.6847
6271,15.42,2440,115.5931,-33.5861
6275,17.93,944,115.65,-34.0335
6280,13.63,21388,115.3026,-33.7203
6281,13.23,6516,115.0799,-33.615
6282,15.08,1202,115.0501,-33.6878
6284,14.43,2081,115.3167,-33.8619
6285,15.25,7738,115.2809,-33.9995
6286,16.12,906,115.0917,-34.083
6288,15.79,424,115.2191,-34.2053
6290,16.1,1437,115.1293,-34.2796
6302,16.63,2616,116.6757,-31.9884
6304,17.0,1111,116.9118,-32.1654
6306,16.15,607,117.1087,-32.3505
6308,15.63,1041,117.0161,-32.575
6309,15.83,227,117.1446,-32.6549
6311,14.5,328,117.1665,-32.7822
6312,15.32,2699,117.3441,-32.9505
6313,13.83,109,117.2123,-33.0861
6315,17.01,1172,117.3443,-33.2757
6316,14.7,268,117.3891,-33.5284
6317,15.71,2355,117.7015,-33.6088
6318,16.49,290,117.6171,-33.878
6320,16.48,411,117.6984,-34.1041
6321,14.06,280,117.4839,-34.2486
6322,19.36,163,117.4352,-34.3958
6323,18.09,691,117.5915,-34.4784
6324,16.09,2456,117.6649,-34.6105
6326,17.15,321,117.7122,-34.7733
6327,15.83,210,117.6119,-34.8861
6328,15.24,271,118.4431,-34.6119
6330,14.96,25377,117.8373,-34.9358
6333,14.96,4159,117.1188,-34.8908
6335,13.49,467,118.0761,-33.9259
6336,13.05,165,118.571,-33.965
6337,14.13,291,119.1217,-33.9607
6338,17.82,505,118.458,-34.3195
6341,13.06,137,118.1733,-33.5579
6343,16.89,154,118.7872,-33.5466
6346,16.4,426,119.8765,-33.7349
6348,16.23,535,120.088,-33.8581
6350,15.32,225,117.8062,-33.3043
6352,16.19,142,118.1254,-33.2034
6353,16.26,496,118.5578,-33.0565
6355,15.34,351,119.2986,-33.032
6359,14.58,252,119.4564,-32.446
6365,14.82,335,118.1924,-32.6901
6367,15.25,216,118.3232,-32.4296
6369,14.1,399,118.7499,-32.0506
6370,15.03,348,117.6095,-32.7676
6375,13.3,585,117.8874,-32.3209
6383,14.59,590,117.3965,-32.0092
6390,15.0,1061,116.4016,-32.6735
6391,15.34,529,116.7161,-33.0547
6392,15.78,300,116.7642,-33.3505
6394,18.81,164,116.9255,-33.76
6395,15.12,1088,117.1279,-33.9575
6396,15.5,234,116.9677,-34.3384
6398,15.11,361,116.5978,-34.8123
6401,14.73,4772,116.7334,-31.5702
6403,16.99,170,116.8152,-31.6398
6405,17.22,202,117.0307,-31.5862
6407,14.59,555,117.2416,-31.6097
6409,15.96,298,117.4956,-31.608
6410,17.77,681,117.7313,-31.6366
6415,15.15,1578,118.3211,-31.574
6418,15.6,464,118.1689,-31.8412
6421,15.18,102,118.5328,-31.4974
6423,15.91,117,118.7499,-31.0998
6426,16.26,407,119.5427,-31.5637
6429,16.6,445,120.6718,-31.0814
6430,13.41,12252,121.4574,-30.7237
6432,15.31,3688,121.4909,-30.7815
6437,11.91,138,120.5924,-27.9091
6438,13.54,257,121.459,-28.3843
6440,14.62,139,125.4017,-27.8911
6442,15.43,1241,121.6353,-31.2031
6443,17.41,385,124.2437,-31.9781
6445,13.92,120,121.0881,-32.9141
6447,12.52,120,121.8819,-33.3812
6448,17.01,204,121.8256,-33.6247
6450,15.85,7989,121.7362,-33.5899
6460,13.78,442,116.805,-31.2471
6461,14.46,330,117.045,-31.1121
6468,14.21,151,117.2359,-30.1009
6472,16.17,103,117.9883,-30.0007
6475,16.94,265,117.4504,-30.6399
6477,15.35,163,117.9334,-30.7733
6479,16.21,343,118.3972,-30.6519
6485,15.64,304,117.4528,-31.1936
6488,16.97,112,117.7892,-31.1553
6490,18.44,156,118.2084,-31.1496
6501,14.62,661,115.9264,-31.5573
6502,15.57,910,116.1793,-31.3282
6503,15.84,1763,115.7922,-31.2107
6505,11.89,112,116.1438,-31.1618
6507,14.43,357,115.6306,-30.7317
6510,15.12,1109,116.0875,-30.7043
6511,17.21,371,115.0731,-30.5009
6513,12.92,106,116.1401,-30.2223
6514,17.48,463,115.0275,-30.0226
6515,17.57,202,115.9263,-29.996
6516,15.05,1462,115.101,-30.2808
6517,13.12,269,115.8837,-29.7245
6518,16.43,136,115.2862,-29.915
6519,16.32,319,115.5779,-29.5258
6521,14.36,206,115.4707,-30.3709
6522,14.58,270,115.4851,-29.1579
6525,14.37,2193,115.0916,-29.3273
6528,14.36,299,114.8481,-28.9748
6530,13.61,19815,114.6523,-28.7331
6532,13.35,4358,114.7566,-27.4539
6535,14.74,842,114.5207,-28.1999
6536,15.14,911,114.3208,-27.5458
6537,18.64,475,113.8151,-26.3031
6556,16.88,1557,116.3297,-31.9187
6558,15.64,593,116.3214,-31.8054
6560,15.48,1000,116.3723,-31.7515
6562,15.19,888,116.4536,-31.8149
6564,16.87,275,116.5251,-31.7062
6566,16.59,2567,116.4771,-31.505
6567,18.19,210,116.2672,-31.4657
6568,14.65,141,116.5058,-31.2473
6569,13.89,197,116.4274,-31.0727
6575,19.45,120,116.3779,-30.4193
6603,15.12,634,116.7289,-30.9037
6606,15.44,130,116.7812,-30.5692
6609,14.61,522,116.7367,-30.2447
6612,17.66,114,117.4093,-29.2628
6620,14.45,154,116.6698,-29.3843
6623,13.56,320,116.1614,-29.1726
6630,15.58,284,115.9155,-26.8803
6638,16.68,250,117.9765,-28.238
6642,15.98,282,118.8641,-25.1399
6646,14.8,111,122.2451,-25.312
6701,15.5,2485,114.472,-24.6109
6707,16.55,1652,114.1995,-22.507
6710,14.55,404,115.2143,-22.4404
6713,15.47,711,116.8732,-20.3839
6714,12.64,8995,117.0406,-21.0615
6716,12.14,272,116.7785,-21.7667
6718,13.13,351,117.1727,-20.7597
6720,13.73,1182,117.1657,-20.6644
6721,12.6,2291,118.455,-20.689
6722,13.03,5260,119.0191,-20.3242
6725,14.65,5565,122.4745,-18.6525
6726,14.16,2208,122.2064,-17.9533
6728,14.68,1334,124.8797,-17.8513
6740,16.54,268,126.3974,-15.0364
6743,13.43,2485,127.6544,-16.1998
6751,13.13,1319,117.2678,-22.7575
6753,13.41,1997,119.9333,-22.9608
6754,13.36,624,117.6945,-23.1933
6760,28.86,159,119.6788,-21.1555
6765,12.54,359,124.878,-17.9565
6770,15.38,421,127.5941,-19.2265
7000,8.26,17182,147.3147,-42.8775
7004,12.91,4621,147.2877,-42.8968
7005,12.71,8627,147.333,-42.9104
7007,12.77,2172,147.3198,-42.9221
7008,12.56,8222,147.2866,-42.8672
7009,13.53,8884,147.2943,-42.8448
7010,14.16,11224,147.2599,-42.8383
7011,14.25,9621,147.2291,-42.7945
7012,17.12,595,147.1798,-42.8347
7015,12.44,7129,147.3612,-42.8377
7016,15.77,1489,147.3707,-42.8059
7017,13.74,4232,147.3298,-42.7223
7018,12.71,14894,147.3963,-42.8732
7019,13.71,4826,147.4391,-42.8948
7020,14.76,1769,147.4923,-42.9692
7021,13.76,1626,147.4866,-42.9092
7022,14.73,635,147.4338,-43.0262
7023,13.88,293,147.4111,-42.994
7024,13.95,323,147.5281,-42.9527
7025,14.6,1279,147.4147,-42.741
7026,16.44,691,147.4375,-42.6165
7027,18.09,230,147.36,-42.5235
7030,15.43,11435,147.0299,-42.2723
7050,12.77,9654,147.2959,-42.9654
7052,12.91,4853,147.3188,-43.0058
7053,13.59,2334,147.3402,-42.9501
7054,14.21,5848,147.1913,-42.9492
7055,13.08,364,147.2971,-43.0044
7109,15.17,6152,146.9298,-42.9888
7112,15.52,2334,147.1342,-43.1714
7113,16.21,808,146.9829,-43.0822
7116,15.65,1537,146.0796,-42.8314
7117,16.63,546,147.0148,-43.2958
7120,16.43,1187,147.5041,-42.3251
7140,15.93,7042,146.5341,-42.3946
7150,15.74,2199,147.2932,-43.3321
7155,15.11,628,147.2314,-43.1265
7162,14.6,451,147.2172,-43.165
7163,13.33,288,147.2361,-43.2194
7170,9.05,6575,147.4593,-42.8396
7171,13.35,2372,147.5,-42.7677
7172,14.11,2993,147.6358,-42.7331
7173,15.58,4890,147.677,-42.8381
7174,16.59,124,147.777,-42.8296
7175,17.98,143,147.8617,-42.7663
7176,16.82,117,147.7919,-42.7632
7177,15.54,321,147.9063,-42.8907
7178,16.41,264,147.913,-42.9433
7179,15.75,293,147.9109,-43.0069
7180,17.28,150,147.8637,-43.0603
7182,16.78,195,147.9002,-43.1311
7184,17.09,588,147.7353,-43.1266
7186,15.75,153,147.6869,-43.0102
7187,17.2,105,147.8165,-43.079
7190,15.26,2284,147.8919,-42.3676
7209,16.26,265,147.6241,-42.1228
7210,14.23,668,147.5985,-41.9551
7211,14.42,150,147.4386,-41.7701
7212,8.64,2549,147.488,-41.5643
7213,15.39,160,147.8653,-41.795
7214,17.49,482,147.8997,-41.5243
7215,16.17,2637,148.2229,-41.7547
7216,16.18,2397,148.1108,-41.2752
7248,14.62,9527,147.146,-41.3888
7249,13.1,8674,147.1664,-41.4744
7250,12.82,33086,147.1389,-41.4468
7252,14.44,2139,147.043,-41.1442
7253,15.6,3212,146.8925,-41.0957
7254,18.81,345,147.2215,-41.1251
7255,17.75,686,148.0652,-40.01
7256,17.65,887,143.9865,-39.863
7258,13.6,612,147.2481,-41.51
7259,17.86,276,147.3917,-41.3628
7260,15.0,2009,147.5191,-41.1578
7261,18.27,154,147.738,-41.1423
7262,14.98,1171,147.5366,-40.9753
7263,16.56,369,147.7219,-41.2738
7264,17.07,400,148.0468,-41.0064
7265,16.56,146,147.8181,-41.034
7267,16.41,492,147.1323,-41.2634
7268,15.15,640,147.22,-41.2897
7270,15.8,2940,146.7873,-41.1784
7275,15.01,2232,146.8114,-41.3114
7276,14.52,430,146.9631,-41.2797
7277,13.0,4504,146.994,-41.3718
7290,12.75,1475,147.0621,-41.5098
7291,14.41,469,147.0183,-41.5419
7292,16.4,367,146.934,-41.4716
7300,13.25,2459,147.2272,-41.6317
7301,14.21,3053,147.1004,-41.6106
7302,15.14,1048,147.0658,-41.7729
7303,16.17,2078,146.8318,-41.5333
7304,15.51,3911,146.4896,-41.7284
7305,17.35,742,146.4296,-41.3548
7306,15.82,2640,146.0612,-41.6094
7307,13.47,7604,146.5472,-41.2375
7310,13.92,18439,146.2107,-41.3255
7315,13.82,9962,146.0526,-41.318
7316,13.69,4094,145.9741,-41.2187
7320,13.79,10419,145.8988,-41.0751
7321,14.89,3111,145.5989,-41.3839
7322,13.63,2530,145.8011,-41.057
7325,14.45,5628,145.6056,-41.0917
7330,14.56,3703,144.9407,-40.9452
7331,13.0,318,145.2727,-40.7622
7467,16.71,948,145.5456,-42.0774
7468,13.74,380,145.3754,-42.1645
7469,17.22,445,145.2799,-41.5719
7470,16.53,356,145.5315,-41.7905
